Complete graph 
 22 nodes
 231 arcs
 1 2 3 -14
 1 3 28 -35
 1 4 76 -8
 1 5 91 -31
 1 6 8 -6
 1 7 8 -6
 1 8 1 0
 1 9 26 -32
 1 10 81 -47
 1 11 4 -8
 1 12 9 -16
 1 13 49 -76
 1 14 15 -28
 1 15 17 -64
 1 16 4 0
 1 17 3 -3
 1 18 26 -70
 1 19 4 -34
 1 20 14 -71
 1 21 29 -3
 1 22 51 -40
 2 3 15 -17
 2 4 73 -18
 2 5 92 -18
 2 6 24 -28
 2 7 2 -1
 2 8 88 -10
 2 9 34 -9
 2 10 34 -28
 2 11 14 -56
 2 12 12 -6
 2 13 75 -11
 2 14 1 -3
 2 15 44 -48
 2 16 37 -61
 2 17 17 -7
 2 18 19 -5
 2 19 20 -68
 2 20 19 -22
 2 21 17 -20
 2 22 9 -14
 3 4 62 -60
 3 5 56 -26
 3 6 23 -28
 3 7 18 -9
 3 8 86 -9
 3 9 15 -15
 3 10 19 -34
 3 11 10 -98
 3 12 58 -14
 3 13 66 -29
 3 14 44 -58
 3 15 51 -78
 3 16 65 -49
 3 17 35 -18
 3 18 2 -2
 3 19 84 -27
 3 20 32 -33
 3 21 74 -28
 3 22 8 -6
 4 5 28 -95
 4 6 62 -31
 4 7 58 -73
 4 8 43 -63
 4 9 59 -65
 4 10 85 -30
 4 11 2 -1
 4 12 34 -14
 4 13 29 -7
 4 14 9 -38
 4 15 54 -38
 4 16 9 -1
 4 17 64 -24
 4 18 61 -66
 4 19 25 -32
 4 20 10 -69
 4 21 59 -35
 4 22 54 -36
 5 6 58 -14
 5 7 7 -28
 5 8 7 -90
 5 9 9 -82
 5 10 23 -6
 5 11 20 -37
 5 12 5 -33
 5 13 54 -6
 5 14 70 -22
 5 15 36 -9
 5 16 47 -4
 5 17 74 -59
 5 18 75 -15
 5 19 9 -20
 5 20 82 -8
 5 21 6 -59
 5 22 22 -24
 6 7 66 -40
 6 8 8 -45
 6 9 47 -24
 6 10 8 -4
 6 11 39 -79
 6 12 26 -6
 6 13 42 -45
 6 14 14 -8
 6 15 21 -16
 6 16 14 -97
 6 17 13 -14
 6 18 63 -42
 6 19 19 -12
 6 20 20 -5
 6 21 4 -22
 6 22 28 -30
 7 8 54 -18
 7 9 68 -9
 7 10 38 -72
 7 11 34 -30
 7 12 12 -8
 7 13 62 -34
 7 14 38 -36
 7 15 14 -1
 7 16 29 -37
 7 17 44 -34
 7 18 3 -7
 7 19 4 -20
 7 20 12 -7
 7 21 9 -54
 7 22 44 -18
 8 9 63 -57
 8 10 54 -26
 8 11 2 -9
 8 12 59 -63
 8 13 48 -53
 8 14 36 -47
 8 15 11 -1
 8 16 8 -23
 8 17 29 -18
 8 18 7 -66
 8 19 26 -33
 8 20 34 -6
 8 21 9 -19
 8 22 59 -39
 9 10 57 -48
 9 11 11 -26
 9 12 43 -58
 9 13 43 -9
 9 14 53 -10
 9 15 18 -50
 9 16 8 -94
 9 17 42 -5
 9 18 40 -7
 9 19 0 0
 9 20 25 -72
 9 21 58 -7
 9 22 10 -41
 10 11 53 -67
 10 12 0 -1
 10 13 86 -42
 10 14 73 -25
 10 15 24 -38
 10 16 44 -45
 10 17 23 -77
 10 18 22 -22
 10 19 26 -73
 10 20 33 -11
 10 21 3 -12
 10 22 24 -12
 11 12 13 -75
 11 13 2 -1
 11 14 32 -63
 11 15 24 -44
 11 16 34 -48
 11 17 6 -8
 11 18 7 -35
 11 19 1 -1
 11 20 12 -28
 11 21 10 -14
 11 22 25 -15
 12 13 28 -48
 12 14 34 -64
 12 15 67 -19
 12 16 4 -9
 12 17 79 -20
 12 18 19 -95
 12 19 11 -18
 12 20 56 -59
 12 21 62 -19
 12 22 6 -26
 13 14 25 -84
 13 15 29 -47
 13 16 18 -77
 13 17 24 -39
 13 18 18 -13
 13 19 10 -2
 13 20 7 -4
 13 21 22 -68
 13 22 83 -52
 14 15 16 -84
 14 16 9 -23
 14 17 61 -9
 14 18 38 -24
 14 19 4 -7
 14 20 19 -14
 14 21 5 -22
 14 22 23 -18
 15 16 24 -12
 15 17 58 -15
 15 18 17 -22
 15 19 13 -14
 15 20 43 -40
 15 21 34 -23
 15 22 78 -8
 16 17 72 -37
 16 18 29 -53
 16 19 9 -65
 16 20 92 -23
 16 21 20 -2
 16 22 27 -58
 17 18 30 -64
 17 19 12 -60
 17 20 53 -84
 17 21 53 -67
 17 22 33 -61
 18 19 60 -24
 18 20 41 -76
 18 21 67 -19
 18 22 88 -39
 19 20 58 -34
 19 21 16 -62
 19 22 34 -50
 20 21 76 -38
 20 22 39 -8
 21 22 65 -46
