Complete graph 
 22 nodes
 231 arcs
 1 2 3 -4
 1 3 10 -10
 1 4 48 -39
 1 5 61 -77
 1 6 54 -47
 1 7 52 -39
 1 8 9 -7
 1 9 71 -66
 1 10 26 -23
 1 11 64 -65
 1 12 53 -74
 1 13 59 -71
 1 14 4 -5
 1 15 44 -47
 1 16 50 -58
 1 17 27 -22
 1 18 34 -34
 1 19 66 -70
 1 20 23 -28
 1 21 14 -20
 1 22 24 -27
 2 3 52 -63
 2 4 24 -20
 2 5 51 -39
 2 6 53 -61
 2 7 22 -20
 2 8 51 -36
 2 9 32 -41
 2 10 31 -23
 2 11 17 -23
 2 12 57 -81
 2 13 54 -57
 2 14 65 -55
 2 15 0 0
 2 16 15 -12
 2 17 6 -7
 2 18 17 -19
 2 19 0 0
 2 20 51 -65
 2 21 17 -15
 2 22 74 -66
 3 4 54 -64
 3 5 18 -25
 3 6 26 -26
 3 7 38 -39
 3 8 58 -65
 3 9 14 -12
 3 10 60 -46
 3 11 63 -59
 3 12 37 -44
 3 13 35 -26
 3 14 21 -16
 3 15 62 -53
 3 16 56 -52
 3 17 0 0
 3 18 49 -67
 3 19 68 -49
 3 20 19 -26
 3 21 9 -8
 3 22 18 -20
 4 5 42 -31
 4 6 63 -66
 4 7 24 -24
 4 8 58 -70
 4 9 57 -63
 4 10 41 -55
 4 11 35 -42
 4 12 45 -51
 4 13 15 -12
 4 14 55 -78
 4 15 38 -27
 4 16 9 -12
 4 17 28 -25
 4 18 24 -24
 4 19 19 -26
 4 20 70 -53
 4 21 17 -19
 4 22 67 -64
 5 6 30 -23
 5 7 27 -25
 5 8 30 -43
 5 9 79 -57
 5 10 51 -49
 5 11 57 -71
 5 12 23 -31
 5 13 53 -40
 5 14 7 -7
 5 15 31 -37
 5 16 34 -27
 5 17 21 -28
 5 18 4 -3
 5 19 14 -11
 5 20 18 -25
 5 21 24 -18
 5 22 10 -12
 6 7 9 -7
 6 8 47 -35
 6 9 10 -8
 6 10 56 -46
 6 11 39 -45
 6 12 79 -57
 6 13 72 -60
 6 14 53 -40
 6 15 48 -63
 6 16 64 -76
 6 17 12 -10
 6 18 51 -69
 6 19 45 -43
 6 20 69 -53
 6 21 25 -34
 6 22 21 -21
 7 8 66 -58
 7 9 1 -1
 7 10 56 -65
 7 11 49 -38
 7 12 51 -51
 7 13 22 -18
 7 14 36 -38
 7 15 14 -18
 7 16 61 -59
 7 17 68 -52
 7 18 9 -7
 7 19 16 -21
 7 20 26 -33
 7 21 25 -33
 7 22 15 -10
 8 9 9 -10
 8 10 42 -45
 8 11 56 -43
 8 12 44 -57
 8 13 54 -62
 8 14 60 -76
 8 15 12 -13
 8 16 13 -10
 8 17 64 -67
 8 18 48 -66
 8 19 69 -65
 8 20 42 -30
 8 21 28 -30
 8 22 7 -7
 9 10 15 -21
 9 11 4 -5
 9 12 24 -28
 9 13 43 -33
 9 14 14 -18
 9 15 16 -15
 9 16 54 -56
 9 17 52 -57
 9 18 29 -20
 9 19 21 -25
 9 20 18 -13
 9 21 37 -51
 9 22 72 -64
 10 11 39 -30
 10 12 7 -7
 10 13 59 -79
 10 14 50 -62
 10 15 25 -17
 10 16 34 -35
 10 17 0 0
 10 18 6 -9
 10 19 9 -12
 10 20 21 -18
 10 21 25 -34
 10 22 26 -20
 11 12 9 -10
 11 13 0 0
 11 14 23 -33
 11 15 5 -4
 11 16 69 -67
 11 17 2 -1
 11 18 33 -38
 11 19 27 -35
 11 20 48 -65
 11 21 41 -50
 11 22 27 -27
 12 13 1 -1
 12 14 43 -33
 12 15 51 -44
 12 16 37 -36
 12 17 32 -33
 12 18 7 -6
 12 19 39 -29
 12 20 4 -5
 12 21 24 -17
 12 22 23 -17
 13 14 43 -54
 13 15 18 -14
 13 16 4 -5
 13 17 54 -51
 13 18 2 -2
 13 19 34 -34
 13 20 41 -56
 13 21 68 -67
 13 22 75 -65
 14 15 34 -47
 14 16 26 -29
 14 17 10 -10
 14 18 0 0
 14 19 19 -17
 14 20 79 -59
 14 21 67 -49
 14 22 72 -60
 15 16 71 -59
 15 17 43 -49
 15 18 42 -54
 15 19 9 -7
 15 20 58 -66
 15 21 69 -55
 15 22 59 -47
 16 17 6 -8
 16 18 37 -34
 16 19 63 -68
 16 20 34 -40
 16 21 10 -11
 16 22 22 -20
 17 18 46 -33
 17 19 74 -54
 17 20 53 -62
 17 21 64 -62
 17 22 23 -24
 18 19 33 -26
 18 20 36 -33
 18 21 18 -23
 18 22 41 -30
 19 20 19 -14
 19 21 7 -6
 19 22 8 -7
 20 21 38 -42
 20 22 15 -13
 21 22 9 -8
