Complete graph 
 10 nodes
 45 arcs
 1 2 66 -60
 1 3 71 -58
 1 4 48 -35
 1 5 67 -73
 1 6 65 -64
 1 7 44 -33
 1 8 7 -6
 1 9 46 -40
 1 10 40 -29
 2 3 51 -73
 2 4 66 -60
 2 5 41 -53
 2 6 1 -2
 2 7 1 -2
 2 8 53 -41
 2 9 22 -23
 2 10 24 -21
 3 4 65 -75
 3 5 4 -5
 3 6 16 -20
 3 7 22 -16
 3 8 75 -62
 3 9 12 -9
 3 10 16 -16
 4 5 47 -37
 4 6 28 -22
 4 7 72 -51
 4 8 59 -50
 4 9 32 -24
 4 10 13 -15
 5 6 6 -6
 5 7 33 -29
 5 8 79 -60
 5 9 37 -38
 5 10 55 -53
 6 7 14 -11
 6 8 52 -48
 6 9 19 -22
 6 10 14 -18
 7 8 37 -38
 7 9 56 -48
 7 10 2 -1
 8 9 12 -10
 8 10 61 -71
 9 10 26 -21
