Complete graph 
 22 nodes
 231 arcs
 1 2 3 -4
 1 3 56 -52
 1 4 13 -18
 1 5 13 -16
 1 6 8 -10
 1 7 6 -7
 1 8 67 -68
 1 9 48 -56
 1 10 12 -15
 1 11 46 -37
 1 12 18 -15
 1 13 24 -19
 1 14 40 -38
 1 15 38 -32
 1 16 19 -20
 1 17 64 -50
 1 18 67 -54
 1 19 18 -21
 1 20 35 -45
 1 21 8 -10
 1 22 51 -43
 2 3 60 -46
 2 4 19 -14
 2 5 55 -46
 2 6 36 -49
 2 7 42 -42
 2 8 28 -26
 2 9 3 -4
 2 10 4 -4
 2 11 32 -25
 2 12 59 -75
 2 13 21 -22
 2 14 29 -20
 2 15 0 0
 2 16 32 -33
 2 17 7 -10
 2 18 70 -62
 2 19 30 -34
 2 20 21 -21
 2 21 39 -30
 2 22 7 -6
 3 4 49 -39
 3 5 2 -2
 3 6 24 -22
 3 7 20 -21
 3 8 75 -56
 3 9 24 -25
 3 10 65 -48
 3 11 31 -30
 3 12 57 -80
 3 13 39 -34
 3 14 38 -43
 3 15 35 -32
 3 16 53 -38
 3 17 20 -17
 3 18 56 -80
 3 19 4 -3
 3 20 5 -3
 3 21 23 -27
 3 22 39 -49
 4 5 54 -46
 4 6 12 -11
 4 7 62 -46
 4 8 25 -35
 4 9 67 -63
 4 10 2 -1
 4 11 55 -62
 4 12 69 -48
 4 13 63 -54
 4 14 15 -20
 4 15 36 -33
 4 16 68 -51
 4 17 59 -44
 4 18 12 -14
 4 19 43 -30
 4 20 29 -24
 4 21 16 -13
 4 22 15 -17
 5 6 18 -20
 5 7 30 -27
 5 8 12 -17
 5 9 13 -10
 5 10 46 -56
 5 11 73 -54
 5 12 32 -34
 5 13 57 -70
 5 14 21 -22
 5 15 42 -52
 5 16 27 -21
 5 17 40 -33
 5 18 8 -10
 5 19 31 -24
 5 20 29 -31
 5 21 38 -46
 5 22 62 -53
 6 7 36 -42
 6 8 10 -12
 6 9 48 -54
 6 10 19 -25
 6 11 18 -23
 6 12 5 -4
 6 13 53 -70
 6 14 19 -23
 6 15 54 -60
 6 16 52 -69
 6 17 70 -57
 6 18 37 -33
 6 19 25 -29
 6 20 69 -51
 6 21 69 -68
 6 22 6 -6
 7 8 3 -3
 7 9 30 -21
 7 10 30 -27
 7 11 36 -49
 7 12 73 -60
 7 13 54 -62
 7 14 3 -4
 7 15 25 -35
 7 16 43 -41
 7 17 15 -15
 7 18 73 -63
 7 19 17 -13
 7 20 6 -8
 7 21 30 -22
 7 22 48 -50
 8 9 7 -9
 8 10 25 -22
 8 11 64 -46
 8 12 47 -56
 8 13 57 -42
 8 14 39 -49
 8 15 24 -19
 8 16 45 -40
 8 17 33 -28
 8 18 27 -37
 8 19 3 -3
 8 20 55 -43
 8 21 24 -28
 8 22 33 -25
 9 10 11 -9
 9 11 22 -16
 9 12 67 -68
 9 13 8 -11
 9 14 35 -24
 9 15 62 -72
 9 16 8 -8
 9 17 34 -24
 9 18 3 -2
 9 19 41 -52
 9 20 34 -29
 9 21 18 -24
 9 22 32 -30
 10 11 46 -63
 10 12 9 -12
 10 13 33 -34
 10 14 15 -14
 10 15 52 -54
 10 16 14 -18
 10 17 40 -43
 10 18 32 -38
 10 19 22 -29
 10 20 12 -10
 10 21 67 -48
 10 22 45 -47
 11 12 3 -2
 11 13 7 -6
 11 14 59 -54
 11 15 58 -51
 11 16 66 -68
 11 17 16 -16
 11 18 8 -11
 11 19 35 -33
 11 20 23 -17
 11 21 72 -55
 11 22 0 0
 12 13 75 -62
 12 14 56 -44
 12 15 24 -28
 12 16 17 -21
 12 17 36 -26
 12 18 35 -25
 12 19 15 -15
 12 20 42 -35
 12 21 61 -57
 12 22 40 -56
 13 14 11 -14
 13 15 48 -52
 13 16 38 -33
 13 17 68 -71
 13 18 27 -32
 13 19 15 -10
 13 20 11 -10
 13 21 29 -38
 13 22 35 -33
 14 15 55 -66
 14 16 56 -50
 14 17 6 -5
 14 18 15 -16
 14 19 46 -39
 14 20 37 -45
 14 21 55 -69
 14 22 22 -19
 15 16 15 -16
 15 17 25 -26
 15 18 56 -77
 15 19 51 -72
 15 20 2 -2
 15 21 59 -51
 15 22 68 -58
 16 17 23 -22
 16 18 19 -26
 16 19 51 -37
 16 20 63 -64
 16 21 5 -3
 16 22 12 -16
 17 18 35 -46
 17 19 32 -44
 17 20 33 -24
 17 21 34 -46
 17 22 10 -9
 18 19 33 -36
 18 20 16 -21
 18 21 14 -15
 18 22 57 -55
 19 20 70 -60
 19 21 30 -26
 19 22 29 -22
 20 21 8 -6
 20 22 22 -21
 21 22 37 -50
