Complete graph 
 34 nodes
 561 arcs
 1 2 18 77
 1 3 5 0
 1 4 27 56
 1 5 1 2
 1 6 0 0
 1 7 39 24
 1 8 53 47
 1 9 57 63
 1 10 86 8
 1 11 5 11
 1 12 20 34
 1 13 13 89
 1 14 15 54
 1 15 20 18
 1 16 42 56
 1 17 34 48
 1 18 1 2
 1 19 11 1
 1 20 22 75
 1 21 10 84
 1 22 45 74
 1 23 71 49
 1 24 22 7
 1 25 29 9
 1 26 17 17
 1 27 31 14
 1 28 33 23
 1 29 75 25
 1 30 71 54
 1 31 45 23
 1 32 33 27
 1 33 52 30
 1 34 2 0
 2 3 5 5
 2 4 12 11
 2 5 54 53
 2 6 22 60
 2 7 86 47
 2 8 70 15
 2 9 5 49
 2 10 22 13
 2 11 69 30
 2 12 35 19
 2 13 41 6
 2 14 87 31
 2 15 41 17
 2 16 69 50
 2 17 39 37
 2 18 20 38
 2 19 39 20
 2 20 50 4
 2 21 46 77
 2 22 11 5
 2 23 85 32
 2 24 42 20
 2 25 55 66
 2 26 58 25
 2 27 18 18
 2 28 18 68
 2 29 60 70
 2 30 10 6
 2 31 26 23
 2 32 12 23
 2 33 20 13
 2 34 9 90
 3 4 12 84
 3 5 7 2
 3 6 12 39
 3 7 23 5
 3 8 0 0
 3 9 3 1
 3 10 40 67
 3 11 42 73
 3 12 11 7
 3 13 22 7
 3 14 11 23
 3 15 9 73
 3 16 40 48
 3 17 32 28
 3 18 16 20
 3 19 13 21
 3 20 14 20
 3 21 2 2
 3 22 53 36
 3 23 31 28
 3 24 88 9
 3 25 46 11
 3 26 3 33
 3 27 8 5
 3 28 63 22
 3 29 17 15
 3 30 12 3
 3 31 22 29
 3 32 1 2
 3 33 5 11
 3 34 53 64
 4 5 2 13
 4 6 76 37
 4 7 27 63
 4 8 18 47
 4 9 7 47
 4 10 5 6
 4 11 78 46
 4 12 75 44
 4 13 79 54
 4 14 27 55
 4 15 2 15
 4 16 69 53
 4 17 28 21
 4 18 39 14
 4 19 61 71
 4 20 58 29
 4 21 36 40
 4 22 54 41
 4 23 64 33
 4 24 17 9
 4 25 56 25
 4 26 36 11
 4 27 14 27
 4 28 12 37
 4 29 91 18
 4 30 96 13
 4 31 5 1
 4 32 20 59
 4 33 8 64
 4 34 27 21
 5 6 84 44
 5 7 38 28
 5 8 22 54
 5 9 65 54
 5 10 52 58
 5 11 2 5
 5 12 26 8
 5 13 43 13
 5 14 0 3
 5 15 54 54
 5 16 45 34
 5 17 87 26
 5 18 34 92
 5 19 31 7
 5 20 60 33
 5 21 36 12
 5 22 40 4
 5 23 35 46
 5 24 4 14
 5 25 54 42
 5 26 74 48
 5 27 9 22
 5 28 17 16
 5 29 66 19
 5 30 12 15
 5 31 45 27
 5 32 2 14
 5 33 4 49
 5 34 43 82
 6 7 57 29
 6 8 10 54
 6 9 14 42
 6 10 89 42
 6 11 8 29
 6 12 36 47
 6 13 11 82
 6 14 3 9
 6 15 29 12
 6 16 24 15
 6 17 67 23
 6 18 22 25
 6 19 40 37
 6 20 5 14
 6 21 55 42
 6 22 39 37
 6 23 15 73
 6 24 29 56
 6 25 37 80
 6 26 24 33
 6 27 4 4
 6 28 16 84
 6 29 4 34
 6 30 73 33
 6 31 13 1
 6 32 19 24
 6 33 94 30
 6 34 20 33
 7 8 16 9
 7 9 30 41
 7 10 91 25
 7 11 18 24
 7 12 58 40
 7 13 25 17
 7 14 69 27
 7 15 7 17
 7 16 68 34
 7 17 8 15
 7 18 87 18
 7 19 46 50
 7 20 24 3
 7 21 18 73
 7 22 40 8
 7 23 6 2
 7 24 17 14
 7 25 29 19
 7 26 33 14
 7 27 30 25
 7 28 63 46
 7 29 13 7
 7 30 67 21
 7 31 9 86
 7 32 66 45
 7 33 31 6
 7 34 47 16
 8 9 0 0
 8 10 8 8
 8 11 52 38
 8 12 19 2
 8 13 19 7
 8 14 1 2
 8 15 4 22
 8 16 21 82
 8 17 19 60
 8 18 2 16
 8 19 21 6
 8 20 56 26
 8 21 19 59
 8 22 7 64
 8 23 30 64
 8 24 90 32
 8 25 59 52
 8 26 0 1
 8 27 4 39
 8 28 31 33
 8 29 15 3
 8 30 50 26
 8 31 26 37
 8 32 34 17
 8 33 84 20
 8 34 26 24
 9 10 18 4
 9 11 15 12
 9 12 7 3
 9 13 53 23
 9 14 4 11
 9 15 4 10
 9 16 34 25
 9 17 11 21
 9 18 59 47
 9 19 26 40
 9 20 58 18
 9 21 17 36
 9 22 0 5
 9 23 14 34
 9 24 63 50
 9 25 3 6
 9 26 22 31
 9 27 73 45
 9 28 38 57
 9 29 9 48
 9 30 23 7
 9 31 88 14
 9 32 18 25
 9 33 75 32
 9 34 31 46
 10 11 24 37
 10 12 6 19
 10 13 81 25
 10 14 9 59
 10 15 0 0
 10 16 23 11
 10 17 12 61
 10 18 40 69
 10 19 4 22
 10 20 61 28
 10 21 19 19
 10 22 84 24
 10 23 12 10
 10 24 21 44
 10 25 83 40
 10 26 3 10
 10 27 62 11
 10 28 7 32
 10 29 30 7
 10 30 36 8
 10 31 43 26
 10 32 10 6
 10 33 8 8
 10 34 0 0
 11 12 91 33
 11 13 73 27
 11 14 44 10
 11 15 42 32
 11 16 22 9
 11 17 27 15
 11 18 11 8
 11 19 3 23
 11 20 23 5
 11 21 30 16
 11 22 59 64
 11 23 70 53
 11 24 15 12
 11 25 32 25
 11 26 3 1
 11 27 0 0
 11 28 4 50
 11 29 7 16
 11 30 51 65
 11 31 50 82
 11 32 33 60
 11 33 5 51
 11 34 8 45
 12 13 6 57
 12 14 33 18
 12 15 86 43
 12 16 23 12
 12 17 9 25
 12 18 22 80
 12 19 41 10
 12 20 1 6
 12 21 7 1
 12 22 4 20
 12 23 11 62
 12 24 0 3
 12 25 16 50
 12 26 2 15
 12 27 13 42
 12 28 1 2
 12 29 20 41
 12 30 35 4
 12 31 37 17
 12 32 61 42
 12 33 9 17
 12 34 6 6
 13 14 7 5
 13 15 23 16
 13 16 43 28
 13 17 6 74
 13 18 16 26
 13 19 36 82
 13 20 40 45
 13 21 60 61
 13 22 47 64
 13 23 79 54
 13 24 9 10
 13 25 27 69
 13 26 12 44
 13 27 17 76
 13 28 88 44
 13 29 6 7
 13 30 55 64
 13 31 53 79
 13 32 58 39
 13 33 43 15
 13 34 44 74
 14 15 69 70
 14 16 5 58
 14 17 18 14
 14 18 15 97
 14 19 12 82
 14 20 12 30
 14 21 17 30
 14 22 15 24
 14 23 27 48
 14 24 66 20
 14 25 16 46
 14 26 8 27
 14 27 31 70
 14 28 11 75
 14 29 56 69
 14 30 9 39
 14 31 4 15
 14 32 1 0
 14 33 15 88
 14 34 13 36
 15 16 17 14
 15 17 52 36
 15 18 66 15
 15 19 76 9
 15 20 96 21
 15 21 11 88
 15 22 8 89
 15 23 32 62
 15 24 1 4
 15 25 14 35
 15 26 9 91
 15 27 48 66
 15 28 58 5
 15 29 0 0
 15 30 9 18
 15 31 35 22
 15 32 58 56
 15 33 31 50
 15 34 22 58
 16 17 34 77
 16 18 67 37
 16 19 83 22
 16 20 74 14
 16 21 9 16
 16 22 53 16
 16 23 21 52
 16 24 16 5
 16 25 60 6
 16 26 41 66
 16 27 31 28
 16 28 44 13
 16 29 75 63
 16 30 15 12
 16 31 14 19
 16 32 75 34
 16 33 31 13
 16 34 70 46
 17 18 40 35
 17 19 11 10
 17 20 88 23
 17 21 50 58
 17 22 15 49
 17 23 41 41
 17 24 39 49
 17 25 27 54
 17 26 31 11
 17 27 37 53
 17 28 0 0
