Grid graph
 49 nodes
 84 arcs
 1 2 20 18
 1 8 20 27
 2 3 6 6
 2 9 18 16
 3 4 25 27
 3 10 18 13
 4 5 8 6
 4 11 3 3
 5 6 13 13
 5 12 36 51
 6 7 1 1
 6 13 26 25
 7 14 32 44
 8 9 15 20
 8 15 9 8
 9 10 15 19
 9 16 9 7
 10 11 46 65
 10 17 73 66
 11 12 28 25
 11 18 45 32
 12 13 51 42
 12 19 59 52
 13 14 5 5
 13 20 1 1
 14 21 27 35
 15 16 58 71
 15 22 12 12
 16 17 35 46
 16 23 59 66
 17 18 63 50
 17 24 25 29
 18 19 38 39
 18 25 46 47
 19 20 10 14
 19 26 28 31
 20 21 63 76
 20 27 51 50
 21 28 7 8
 22 23 57 74
 22 29 26 19
 23 24 15 17
 23 30 53 44
 24 25 39 29
 24 31 25 34
 25 26 43 52
 25 32 40 29
 26 27 12 10
 26 33 40 52
 27 28 72 56
 27 34 21 17
 28 35 56 56
 29 30 35 33
 29 36 9 8
 30 31 41 40
 30 37 68 50
 31 32 23 22
 31 38 55 47
 32 33 24 33
 32 39 15 13
 33 34 28 39
 33 40 54 47
 34 35 7 6
 34 41 49 45
 35 42 13 16
 36 37 17 13
 36 43 49 68
 37 38 43 56
 37 44 42 35
 38 39 65 51
 38 45 9 10
 39 40 68 54
 39 46 59 55
 40 41 62 45
 40 47 5 6
 41 42 18 16
 41 48 29 23
 42 49 65 72
 43 44 53 61
 44 45 44 39
 45 46 50 40
 46 47 70 60
 47 48 27 28
 48 49 14 11
