Grid graph
 196 nodes
 364 arcs
 1 2 29 -33
 1 15 38 -15
 2 3 7 -33
 2 16 3 -9
 3 4 1 -8
 3 17 8 -59
 4 5 42 -68
 4 18 18 -11
 5 6 40 -91
 5 19 7 -4
 6 7 4 -8
 6 20 20 -20
 7 8 30 -22
 7 21 66 -49
 8 9 51 -82
 8 22 18 -13
 9 10 4 -17
 9 23 81 -33
 10 11 43 -10
 10 24 51 -18
 11 12 1 -1
 11 25 2 -4
 12 13 21 -16
 12 26 55 -48
 13 14 48 -41
 13 27 50 -35
 14 28 10 -16
 15 16 43 -38
 15 29 28 -40
 16 17 80 -34
 16 30 13 -1
 17 18 21 -82
 17 31 34 -22
 18 19 32 -51
 18 32 40 -28
 19 20 49 -81
 19 33 64 -8
 20 21 49 -25
 20 34 0 0
 21 22 35 -15
 21 35 72 -24
 22 23 18 -17
 22 36 51 -20
 23 24 19 -11
 23 37 42 -47
 24 25 15 -36
 24 38 53 -38
 25 26 56 -46
 25 39 41 -29
 26 27 56 -39
 26 40 85 -13
 27 28 80 -29
 27 41 85 -13
 28 42 11 -89
 29 30 47 -47
 29 43 3 -14
 30 31 9 -1
 30 44 82 -32
 31 32 15 -59
 31 45 0 -3
 32 33 12 -16
 32 46 0 0
 33 34 11 -6
 33 47 4 -24
 34 35 37 -11
 34 48 21 -17
 35 36 7 -41
 35 49 21 -19
 36 37 16 -55
 36 50 6 -19
 37 38 51 -45
 37 51 32 -33
 38 39 9 -2
 38 52 49 -59
 39 40 37 -33
 39 53 6 -4
 40 41 63 -25
 40 54 32 -65
 41 42 26 -20
 41 55 91 -8
 42 56 14 -11
 43 44 49 -19
 43 57 60 -14
 44 45 57 -49
 44 58 12 -46
 45 46 69 -70
 45 59 0 0
 46 47 2 -8
 46 60 43 -46
 47 48 6 -51
 47 61 66 -50
 48 49 0 -2
 48 62 51 -64
 49 50 9 -2
 49 63 10 -69
 50 51 81 -40
 50 64 66 -66
 51 52 9 -6
 51 65 19 -89
 52 53 32 -7
 52 66 14 -1
 53 54 56 -45
 53 67 33 -80
 54 55 36 -67
 54 68 84 -33
 55 56 67 -27
 55 69 20 -38
 56 70 17 -29
 57 58 60 -44
 57 71 2 -11
 58 59 11 -57
 58 72 0 -5
 59 60 0 -6
 59 73 35 -43
 60 61 3 -2
 60 74 2 -1
 61 62 80 -54
 61 75 6 -48
 62 63 57 -40
 62 76 0 0
 63 64 14 -27
 63 77 11 -9
 64 65 16 -33
 64 78 5 -13
 65 66 9 0
 65 79 5 -24
 66 67 48 -14
 66 80 43 -26
 67 68 48 -54
 67 81 33 -34
 68 69 4 -37
 68 82 7 -47
 69 70 16 -55
 69 83 60 -32
 70 84 0 -2
 71 72 77 -8
 71 85 87 -39
 72 73 7 -1
 72 86 5 -4
 73 74 1 -2
 73 87 0 -1
 74 75 26 -50
 74 88 46 -84
 75 76 7 -78
 75 89 78 -28
 76 77 16 -5
 76 90 8 -19
 77 78 22 -2
 77 91 8 -1
 78 79 41 -15
 78 92 24 -22
 79 80 76 -64
 79 93 9 -3
 80 81 26 -34
 80 94 35 -58
 81 82 22 -21
 81 95 45 -66
 82 83 12 -26
 82 96 30 -4
 83 84 60 -25
 83 97 44 -20
 84 98 19 -26
 85 86 21 -76
 85 99 66 -27
 86 87 28 -35
 86 100 81 -24
 87 88 35 -18
 87 101 6 -39
 88 89 71 -27
 88 102 13 -93
 89 90 40 -8
 89 103 57 -59
 90 91 55 -9
 90 104 59 -17
 91 92 21 -11
 91 105 4 -9
 92 93 17 -25
 92 106 32 -27
 93 94 1 -16
 93 107 49 -48
 94 95 16 -75
 94 108 25 -46
 95 96 11 -9
 95 109 35 -69
 96 97 0 0
 96 110 73 -31
 97 98 20 -16
 97 111 63 -32
 98 112 28 -10
 99 100 3 -34
 99 113 79 -37
 100 101 15 -10
 100 114 36 -73
 101 102 61 -44
 101 115 35 -16
 102 103 68 -39
 102 116 9 -34
 103 104 29 -33
 103 117 17 -14
 104 105 21 -31
 104 118 26 -91
 105 106 4 -3
 105 119 3 -14
 106 107 28 -55
 106 120 71 -16
 107 108 11 -51
 107 121 38 -29
 108 109 49 -38
 108 122 62 -7
 109 110 58 -20
 109 123 81 -36
 110 111 41 -67
 110 124 54 -46
 111 112 4 -31
 111 125 1 -2
 112 126 50 -51
 113 114 36 -52
 113 127 29 -70
 114 115 3 -7
 114 128 11 -23
 115 116 2 -15
 115 129 5 -3
 116 117 9 -9
 116 130 33 -49
 117 118 3 -2
 117 131 2 -1
 118 119 43 -36
 118 132 88 -25
 119 120 34 -82
 119 133 67 -72
 120 121 30 -10
 120 134 19 -8
 121 122 77 -27
 121 135 17 -23
 122 123 32 -74
 122 136 0 0
 123 124 5 -20
 123 137 26 -33
 124 125 46 -4
 124 138 6 -12
 125 126 19 -79
 125 139 19 -49
 126 140 4 -51
 127 128 24 -24
 127 141 40 -49
 128 129 15 -23
 128 142 30 -43
 129 130 7 -14
 129 143 41 -28
 130 131 5 -32
 130 144 22 -16
 131 132 8 -59
 131 145 19 -81
 132 133 47 -84
 132 146 73 -60
 133 134 24 -18
 133 147 2 -7
 134 135 48 -61
 134 148 1 -8
 135 136 82 -26
 135 149 9 -77
 136 137 20 -90
 136 150 11 -70
 137 138 76 -44
 137 151 27 -61
 138 139 39 -35
 138 152 29 -87
 139 140 35 -29
 139 153 38 -15
 140 154 51 -13
 141 142 2 0
 141 155 42 -25
 142 143 17 -4
 142 156 14 -71
 143 144 19 -6
 143 157 26 -23
 144 145 39 -24
 144 158 43 -23
 145 146 15 -5
 145 159 64 -21
 146 147 12 -5
 146 160 81 -51
 147 148 9 -28
 147 161 1 -2
 148 149 6 -13
 148 162 19 -8
 149 150 4 -6
 149 163 12 -55
 150 151 13 -93
 150 164 1 0
 151 152 61 -31
 151 165 41 -45
 152 153 23 -51
 152 166 23 -57
 153 154 36 -9
 153 167 27 -6
 154 168 40 -77
 155 156 20 -30
 155 169 53 -39
 156 157 91 -27
 156 170 69 -26
 157 158 7 -19
 157 171 39 -64
 158 159 32 -55
 158 172 24 -48
 159 160 21 -17
 159 173 49 -31
 160 161 0 0
 160 174 26 -7
 161 162 69 -30
 161 175 27 -12
 162 163 35 -44
 162 176 18 -8
 163 164 17 -43
 163 177 3 -28
 164 165 10 -35
 164 178 46 -41
 165 166 9 -94
 165 179 5 -11
 166 167 49 -27
 166 180 33 -50
 167 168 22 -48
 167 181 21 -63
 168 182 3 -5
 169 170 3 -32
 169 183 66 -20
 170 171 7 -20
 170 184 21 -17
 171 172 9 -13
 171 185 5 -5
 172 173 7 -1
 172 186 52 -30
 173 174 0 -2
 173 187 7 -30
 174 175 9 -17
 174 188 5 -13
 175 176 3 -19
 175 189 29 -84
 176 177 73 -34
 176 190 92 -35
 177 178 27 -27
 177 191 33 -70
 178 179 23 -80
 178 192 8 -40
 179 180 51 -18
 179 193 12 -12
 180 181 27 -21
 180 194 43 -45
 181 182 29 -61
 181 195 60 -45
 182 196 0 0
 183 184 81 -34
 184 185 10 -44
 185 186 20 -2
 186 187 81 -40
 187 188 9 -87
 188 189 56 -21
 189 190 10 -57
 190 191 84 -49
 191 192 32 -25
 192 193 2 -12
 193 194 9 -44
 194 195 73 -19
 195 196 12 -45
