Complete graph 
 81 nodes
 144 arcs
 1 2 17 -20
 1 10 36 -42
 2 3 0 0
 2 11 7 -6
 3 4 18 -22
 3 12 0 0
 4 5 18 -15
 4 13 13 -11
 5 6 28 -34
 5 14 15 -14
 6 7 61 -45
 6 15 62 -59
 7 8 17 -20
 7 16 47 -53
 8 9 14 -12
 8 17 41 -30
 9 18 51 -49
 10 11 7 -7
 10 19 2 -2
 11 12 15 -20
 11 20 45 -59
 12 13 67 -48
 12 21 50 -41
 13 14 34 -27
 13 22 33 -47
 14 15 39 -27
 14 23 70 -57
 15 16 27 -27
 15 24 57 -45
 16 17 22 -24
 16 25 24 -20
 17 18 23 -16
 17 26 22 -20
 18 27 39 -44
 19 20 48 -51
 19 28 12 -13
 20 21 11 -8
 20 29 9 -12
 21 22 31 -30
 21 30 59 -76
 22 23 32 -35
 22 31 56 -62
 23 24 30 -32
 23 32 32 -23
 24 25 45 -56
 24 33 41 -42
 25 26 0 0
 25 34 7 -7
 26 27 16 -23
 26 35 45 -47
 27 36 18 -24
 28 29 66 -74
 28 37 21 -22
 29 30 13 -17
 29 38 19 -27
 30 31 14 -18
 30 39 21 -30
 31 32 3 -3
 31 40 22 -21
 32 33 69 -56
 32 41 25 -20
 33 34 64 -60
 33 42 30 -24
 34 35 7 -9
 34 43 3 -3
 35 36 9 -12
 35 44 49 -35
 36 45 4 -6
 37 38 40 -49
 37 46 17 -12
 38 39 59 -45
 38 47 54 -38
 39 40 42 -59
 39 48 13 -11
 40 41 23 -22
 40 49 19 -18
 41 42 76 -59
 41 50 48 -48
 42 43 27 -19
 42 51 65 -57
 43 44 50 -46
 43 52 27 -26
 44 45 49 -45
 44 53 1 -1
 45 54 54 -57
 46 47 68 -60
 46 55 12 -15
 47 48 10 -10
 47 56 34 -47
 48 49 25 -18
 48 57 22 -17
 49 50 5 -5
 49 58 58 -42
 50 51 16 -14
 50 59 10 -14
 51 52 74 -58
 51 60 47 -58
 52 53 1 0
 52 61 18 -22
 53 54 14 -16
 53 62 46 -45
 54 63 18 -19
 55 56 29 -23
 55 64 55 -59
 56 57 38 -31
 56 65 15 -16
 57 58 31 -36
 57 66 48 -52
 58 59 32 -37
 58 67 44 -33
 59 60 47 -55
 59 68 24 -30
 60 61 32 -30
 60 69 10 -11
 61 62 1 -2
 61 70 26 -35
 62 63 19 -16
 62 71 55 -50
 63 72 11 -11
 64 65 45 -36
 64 73 18 -22
 65 66 22 -22
 65 74 57 -64
 66 67 59 -43
 66 75 18 -13
 67 68 26 -30
 67 76 66 -67
 68 69 53 -62
 68 77 78 -62
 69 70 60 -58
 69 78 44 -32
 70 71 45 -60
 70 79 17 -12
 71 72 44 -36
 71 80 51 -50
 72 81 23 -30
 73 74 19 -16
 74 75 10 -10
 75 76 3 -5
 76 77 44 -41
 77 78 63 -63
 78 79 48 -59
 79 80 15 -14
 80 81 27 -28
